2 9 2022 21:51 Start-up Time: 2.514s Avg: 0.308ms 3246FPS Total: 9044.98s
2 9 2022 21:51 Start-up Time: 2.578s Avg: 0.284ms 3521FPS Total: 4531.5s
2 9 2022 21:50 Start-up Time: 2.525s Avg: 0.319ms 3134FPS Total: 24848s
2 9 2022 21:50 Start-up Time: 2.544s Avg: 0.317ms 3154FPS Total: 15033s
2 9 2022 21:48 Start-up Time: 2.509s Avg: 0.299ms 3344FPS Total: 13823.8s
2 9 2022 21:48 Start-up Time: 2.545s Avg: 0.267ms 3745FPS Total: 6958.27s
2 9 2022 21:40 Start-up Time: 2.423s Avg: 0.272ms 3676FPS Total: 6208.45s
2 9 2022 16:20 Start-up Time: 2.787s Avg: 0.276ms 3623FPS Total: 6343.88s
2 9 2022 16:19 Start-up Time: 3.109s Avg: 0.313ms 3194FPS Total: 20481.1s
2 9 2022 16:16 Start-up Time: 7.39s Avg: 0.144ms 6944FPS Total: 11301.5s
2 9 2022 16:13 Start-up Time: 2.539s Avg: 0.329ms 3039FPS Total: 10531.3s
2 9 2022 16:13 Start-up Time: 2.578s Avg: 0.319ms 3134FPS Total: 3172.97s
2 9 2022 16:13 Start-up Time: 2.626s Avg: 0.262ms 3816FPS Total: 5765.87s
2 9 2022 16:11 Start-up Time: 13.527s Avg: 0.26ms 3846FPS Total: 21811.7s
2 9 2022 16:6 Start-up Time: 2.654s Avg: 0.279ms 3584FPS Total: 5037.09s
2 9 2022 16:4 Start-up Time: 2.597s Avg: 0.603ms 1658FPS Total: 7894.15s
2 9 2022 15:59 Start-up Time: 2.603s Avg: 0.53ms 1886FPS Total: 16360.6s
2 9 2022 15:59 Start-up Time: 2.839s Avg: 0.309ms 3236FPS Total: 6556.77s
2 9 2022 15:45 Start-up Time: 2.577s Avg: 0.292ms 3424FPS Total: 3584.09s
2 9 2022 14:58 Start-up Time: 2.513s Avg: 0.28ms 3571FPS Total: 4280.08s
2 9 2022 14:58 Start-up Time: 2.516s Avg: 0.282ms 3546FPS Total: 4101.37s
2 9 2022 14:57 Start-up Time: 2.632s Avg: 0.293ms 3412FPS Total: 3243.73s
2 9 2022 14:57 Start-up Time: 2.543s Avg: 0.29ms 3448FPS Total: 3663.25s
2 9 2022 14:56 Start-up Time: 2.493s Avg: 0.279ms 3584FPS Total: 4054.58s
2 9 2022 14:56 Start-up Time: 2.541s Avg: 0.287ms 3484FPS Total: 3695.66s
2 9 2022 14:54 Start-up Time: 7.995s Avg: 0.286ms 3496FPS Total: 10289.1s
2 9 2022 14:53 Start-up Time: 7.345s Avg: 0.29ms 3448FPS Total: 8464.84s
2 9 2022 14:50 Start-up Time: 2.573s Avg: 0.297ms 3367FPS Total: 4099.17s
2 9 2022 14:49 Start-up Time: 2.553s Avg: 0.29ms 3448FPS Total: 3736.85s
2 9 2022 14:46 Start-up Time: 2.555s Avg: 0.289ms 3460FPS Total: 3626.19s
2 9 2022 14:45 Start-up Time: 2.578s Avg: 0.356ms 2808FPS Total: 4722.2s
2 9 2022 14:33 Start-up Time: 5.181s Avg: 0.409ms 2444FPS Total: 5700.05s
2 9 2022 0:3 Start-up Time: 30.923s Avg: 0.288ms 3472FPS Total: 32387.3s
1 9 2022 23:58 Start-up Time: 2.408s Avg: 0.284ms 3521FPS Total: 3918.94s
1 9 2022 23:57 Start-up Time: 2.522s Avg: 0.285ms 3508FPS Total: 3880.45s
1 9 2022 23:33 Start-up Time: 2.972s Avg: 0.315ms 3174FPS Total: 6226.48s
1 9 2022 23:32 Start-up Time: 10.52s Avg: 0.299ms 3344FPS Total: 22780.6s
1 9 2022 23:26 Start-up Time: 4.576s Avg: 0.337ms 2967FPS Total: 28539s
1 9 2022 23:20 Start-up Time: 13.397s Avg: 0.293ms 3412FPS Total: 15970.4s
1 9 2022 23:16 Start-up Time: 3.332s Avg: 0.274ms 3649FPS Total: 6896.2s
1 9 2022 23:5 Start-up Time: 6.136s Avg: 26.601ms 37FPS Total: 6189.14s
1 9 2022 22:11 Start-up Time: 6.092s Avg: 0.327ms 3058FPS Total: 9244.21s
1 9 2022 22:7 Start-up Time: 2.93s Avg: 0.276ms 3623FPS Total: 5933.95s
1 9 2022 22:6 Start-up Time: 6.107s Avg: 0.282ms 3546FPS Total: 7770.41s
1 9 2022 22:6 Start-up Time: 2.87s Avg: 0.273ms 3663FPS Total: 13415s
1 9 2022 10:49 Start-up Time: 6.163s Avg: 0.268ms 3731FPS Total: 49448.2s
1 9 2022 10:45 Start-up Time: 32.497s Avg: 0.27ms 3703FPS Total: 35699.6s
1 9 2022 10:45 Start-up Time: 6.11s Avg: 0.273ms 3663FPS Total: 9698.91s
1 9 2022 10:33 Start-up Time: 10.967s Avg: 0.273ms 3663FPS Total: 22581.9s
31 8 2022 21:29 Start-up Time: 6.279s Avg: 0.304ms 3289FPS Total: 33352.9s
31 8 2022 21:25 Start-up Time: 6.228s Avg: 0.277ms 3610FPS Total: 9489.91s
31 8 2022 21:22 Start-up Time: 2.538s Avg: 0.288ms 3472FPS Total: 3587.18s
31 8 2022 21:22 Start-up Time: 4.685s Avg: 0.293ms 3412FPS Total: 8914.73s
30 8 2022 23:2 Start-up Time: 2.569s Avg: 0.327ms 3058FPS Total: 8383.15s
30 8 2022 23:2 Start-up Time: 2.645s Avg: 0.317ms 3154FPS Total: 5891.38s
30 8 2022 23:2 Start-up Time: 2.578s Avg: 0.308ms 3246FPS Total: 14716.7s
30 8 2022 23:1 Start-up Time: 2.491s Avg: 0.32ms 3125FPS Total: 8114.54s
